,0
  (0, 1)	0.13940691026577137
  (0, 0)	0.12677490944810402"
reuters-topics/grain/article439.txt,"  (0, 9033)	0.06292025245308021
  (0, 9031)	0.06292025245308021
  (0, 9030)	0.06292025245308021
  (0, 9029)	0.06292025245308021
  (0, 7037)	0.05945578358512692
  (0, 6813)	0.05945578358512692
  (0, 6802)	0.05945578358512692
  (0, 6801)	0.05945578358512692
  (0, 6750)	0.05945578358512692
  (0, 6747)	0.05945578358512692
  (0, 5434)	0.05699770380477847
  (0, 5398)	0.05945578358512692
  (0, 5320)	0.05699770380477847
  (0, 5268)	0.05699770380477847
  (0, 5145)	0.05699770380477847
  (0, 4701)	0.05699770380477847
  (0, 4599)	0.055091069001552966
  (0, 4559)	0.055091069001552966
  (0, 4542)	0.05699770380477847
  (0, 4512)	0.055091069001552966
  (0, 4469)	0.055091069001552966
  (0, 4288)	0.055091069001552966
  (0, 4238)	0.05945578358512692
  (0, 3433)	0.055091069001552966
  (0, 3432)	0.05353323493682518
  :	:
  (0, 50)	0.14515059765193145
  (0, 41)	0.03626500761075921
  (0, 40)	0.01779999369443691
  (0, 37)	0.016834770999795103
  (0, 34)	0.03200552823829656
  (0, 29)	0.1625303732890497
  (0, 27)	0.016492186654124757
  (0, 24)	0.03155350753966228
  (0, 23)	0.14309924417112577
  (0, 22)	0.047433413540015144
  (0, 21)	0.08813903943267927
  (0, 20)	0.05659093746478444
  (0, 18)	0.028656561425623218
  (0, 13)	0.015897708309256114
  (0, 12)	0.056681778301546026
  (0, 11)	0.014652978666456738
  (0, 10)	0.04859636036255499
  (0, 8)	0.05773463380132284
  (0, 7)	0.010825279957396869
  (0, 6)	0.021960922372934403
  (0, 4)	0.05169782010172882
  (0, 3)	0.07591166926536734
  (0, 2)	0.08092418471628018
  (0, 1)	0.0596945778056746
  (0, 0)	0.14476134994895473"
reuters-topics/grain/article388.txt,"  (0, 1122)	0.15919133141867847
  (0, 1095)	0.07371930692912519
  (0, 989)	0.07498979673348923
  (0, 854)	0.06948901807761329
  (0, 741)	0.07566711049429152
  (0, 707)	0.14188252824249273
  (0, 597)	0.12631557636760193
  (0, 418)	0.11739673286438491
  (0, 415)	0.12127167258026907
  (0, 390)	0.06410058684845857
  (0, 370)	0.125120360376566
  (0, 324)	0.4723484403521506
  (0, 315)	0.23300074228594705
  (0, 299)	0.05677787757535947
  (0, 256)	0.05618798258973443
  (0, 213)	0.1803836626912685
  (0, 205)	0.053702032765851324
  (0, 191)	0.20029727017924118
  (0, 190)	0.05657869760552612
  (0, 178)	0.17678249799686718
  (0, 169)	0.09888396808039028
  (0, 131)	0.04791110947336651
  (0, 119)	0.05086947451263435
  (0, 118)	0.281608420104626
  (0, 116)	0.08677655280350739
  (0, 109)	0.048834849910751287
  (0, 98)	0.09345201339567835
  (0, 91)	0.1392545310653955
  (0, 85)	0.04381038236182226
  (0, 83)	0.037349590728042274
  (0, 81)	0.04030795576731011
  (0, 49)	0.14869910645529577
  (0, 47)	0.0765466623308541
  (0, 46)	0.06565351531285891
  (0, 45)	0.03925670788527366
  (0, 44)	0.11221713757577317
  (0, 39)	0.1952285424989629
  (0, 26)	0.07061593082710714
  (0, 19)	0.3096397100955706
  (0, 17)	0.05352017682126381
  (0, 16)	0.025525426796997253
  (0, 15)	0.15192333481076453
  (0, 11)	0.02613025541039581
  (0, 10)	0.3466422321888927
  (0, 7)	0.03860885033885325
  (0, 3)	0.05801622859719302
  (0, 0)	0.017209929957240404"
reuters-topics/grain/article161.txt,"  (0, 9010)	0.16279639057876294
  (0, 9001)	0.16279639057876294
  (0, 9000)	0.16279639057876294
  (0, 6812)	0.15383261492646613
  (0, 5481)	0.1474727148880203
  (0, 5144)	0.1474727148880203
  (0, 3428)	0.1474727148880203
  (0, 2212)	0.12318526354498086
  (0, 2055)	0.4276187794986832
  (0, 1467)	0.11189224178474247
  (0, 1160)	0.10786158785423822
  (0, 1014)	0.35933218261302646
  (0, 614)	0.0954899428613027
  (0, 603)	0.22162723710409066
  (0, 545)	0.19425655354505791
  (0, 429)	0.0899340365496446
  (0, 414)	0.08760479044170304
  (0, 298)	0.18416414704132797
  (0, 282)	0.07864101478940622
  (0, 268)	0.0818046010817863
  (0, 187)	0.07017405534668206
  (0, 142)	0.1653433374398209
  (0, 141)	0.06720109952575357
  (0, 130)	0.06295191935867403
  (0, 116)	0.06295191935867403
  (0, 113)	0.06720109952575357
  (0, 99)	0.12424410780338563
  (0, 93)	0.06368890063364395
  (0, 77)	0.12864478714971642
  (0, 69)	0.05493427877343776
  (0, 58)	0.05485037965593942
  (0, 41)	0.04691504017522383
  (0, 23)	0.2776853183676465
  (0, 22)	0.04090886593789281
  (0, 20)	0.14642027009674516
  (0, 19)	0.2995035476048811
  (0, 16)	0.03703476474708178
  (0, 15)	0.11021255411428978
  (0, 14)	0.1131556589878868
  (0, 8)	0.029875881382551196
  (0, 6)	0.02841023960258366
  (0, 5)	0.052620175357464966
  (0, 4)	0.02675201762620918
  (0, 2)	0.07851703943911094
  (0, 1)	0.025741742986843383"
reuters-topics/grain/article175.txt,"  (0, 6808)	0.4137529147464282
  (0, 5143)	0.3909711547203881
  (0, 3605)	0.3748072387450535
  (0, 1631)	0.32332385546445574
  (0, 1578)	0.3179686877794435
  (0, 719)	0.254563911263434
  (0, 423)	0.25797021074092935
  (0, 391)	0.2296208565627376
  (0, 169)	0.18231767018801665
  (0, 122)	0.16719107721974166
  (0, 74)	0.15120192572008512
  (0, 50)	0.15908095436748013
  (0, 26)	0.13019837529264228
  (0, 11)	0.096355503937062
  (0, 7)	0.07118520604568519
  (0, 3)	0.07131175279654674"
reuters-topics/grain/article149.txt,"  (0, 8999)	0.16843223668862678
  (0, 6783)	0.15915814420461097
  (0, 5592)	0.15915814420461097
  (0, 4242)	0.14747416947219807
  (0, 3023)	0.1433039783861483
  (0, 1229)	0.12086973923323878
  (0, 922)	0.11159564674922298
  (0, 859)	0.10726716626739664
  (0, 730)	0.0993468846448373
  (0, 622)	0.09574148093076032
  (0, 555)	0.18782137195506
  (0, 492)	0.09526986161593229
  (0, 429)	0.18609492356238277
  (0, 332)	0.08405750619834744
  (0, 261)	0.2730660124550399
  (0, 251)	0.07965028991965352
  (0, 207)	0.4422878793331996
  (0, 185)	0.07478341371433166
  (0, 178)	0.08845757586663992
  (0, 163)	0.2643408558359639
  (0, 138)	0.15033567666643463
  (0, 93)	0.13178749169840304
  (0, 83)	0.05606642557125139
  (0, 81)	0.18152190890759265
  (0, 65)	0.1833849603410809
  (0, 54)	0.050169170895267734
  (0, 50)	0.06475932858405889
  (0, 49)	0.223216030539471
  (0, 44)	0.11230134287187225
  (0, 37)	0.045065269497301705
  (0, 26)	0.1590050688382803
  (0, 23)	0.14364925138075352
  (0, 20)	0.10099279433764394
  (0, 19)	0.20658137132699428
  (0, 14)	0.07804866217466606
  (0, 11)	0.11767438343238334
  (0, 8)	0.09273046238465513
  (0, 7)	0.08693509855342248
  (0, 5)	0.08166274877683101
  (0, 4)	0.027678145373474777
  (0, 3)	0.029029881355808602
  (0, 2)	0.02707840659915256
  (0, 1)	0.1331644802481084
  (0, 0)	0.18083986109564837"
reuters-topics/grain/article015.txt,"  (0, 8979)	0.1289724968563495
  (0, 8978)	0.1289724968563495
  (0, 8977)	0.1289724968563495
  (0, 8976)	0.1289724968563495
  (0, 7111)	0.12187110767304604
  (0, 6324)	0.12187110767304604
  (0, 6292)	0.12187110767304604
  (0, 5599)	0.11683259186321117
  (0, 5141)	0.11683259186321117
  (0, 4725)	0.11683259186321117
  (0, 4610)	0.23366518372642234
  (0, 3827)	0.22584883075331313
  (0, 3746)	0.1097312026799077
  (0, 3118)	0.22584883075331313
  (0, 2692)	0.10262981349660424
  (0, 2673)	0.2194624053598154
  (0, 2313)	0.1097312026799077
  (0, 2210)	0.09911523066897227
  (0, 1708)	0.09618941523841935
  (0, 1366)	0.08954296541854431
  (0, 1329)	0.08779008563724744
  (0, 1200)	0.09255278187693447
  (0, 1005)	0.08338851932016245
  (0, 953)	0.08473642890382525
  (0, 889)	0.08096892932403467
  :	:
  (0, 119)	0.05847175984113587
  (0, 82)	0.05147493324142509
  (0, 68)	0.0499684882094824
  (0, 62)	0.04229902174459579
  (0, 59)	0.043388005250005524
  (0, 54)	0.038415705703280546
  (0, 51)	0.048229361220985215
  (0, 46)	0.07546522972527205
  (0, 44)	0.08599176069413543
  (0, 41)	0.0371675922912255
  (0, 40)	0.03648602065782749
  (0, 35)	0.087578221777538
  (0, 30)	0.0357016725476574
  (0, 26)	0.2840924200110171
  (0, 20)	0.11599881150695354
  (0, 19)	0.03954604502656083
  (0, 18)	0.029369782655719833
  (0, 12)	0.029046253745007702
  (0, 10)	0.23242732309624198
  (0, 7)	0.022189411689274345
  (0, 5)	0.04168738248276942
  (0, 4)	0.08477520900631969
  (0, 3)	0.13337314835367395
  (0, 2)	0.06220370480100577
  (0, 0)	0.05934570197452693"
reuters-topics/grain/article001.txt,"  (0, 8975)	0.11279686398381518
  (0, 8973)	0.11279686398381518
  (0, 8972)	0.11279686398381518
  (0, 8971)	0.11279686398381518
  (0, 8970)	0.11279686398381518
  (0, 8969)	0.11279686398381518
  (0, 6752)	0.10658612565332141
  (0, 5130)	0.3383905919514455
  (0, 4743)	0.10217953668020681
  (0, 3495)	0.093607585222542
  (0, 2538)	0.08975806001921928
  (0, 2508)	0.08814419342495222
  (0, 2455)	0.09156220937659844
  (0, 2450)	0.08975806001921928
  (0, 2433)	0.10217953668020681
  (0, 2358)	0.08975806001921928
  (0, 2285)	0.093607585222542
  (0, 2137)	0.08668427350789967
  (0, 1992)	0.08668427350789967
  (0, 1866)	0.08193345509445846
  (0, 1332)	0.07538605342181533
  (0, 1322)	0.07677951958843986
  (0, 1300)	0.16598051583786727
  (0, 1237)	0.07677951958843986
  (0, 1142)	0.07410885016969762
  :	:
  (0, 74)	0.08244100496544768
  (0, 73)	0.2889856712982394
  (0, 65)	0.040936835756506924
  (0, 60)	0.03640777559053437
  (0, 56)	0.03921095721557076
  (0, 51)	0.04218047126535051
  (0, 41)	0.03250606101662723
  (0, 40)	0.03190997158127071
  (0, 36)	0.03486727414379827
  (0, 35)	0.03829711376677523
  (0, 30)	0.062447991634032834
  (0, 25)	0.3368491680120771
  (0, 24)	0.02828291813369336
  (0, 20)	0.06763355228315303
  (0, 16)	0.025660306761089373
  (0, 14)	0.10453633466507313
  (0, 9)	0.05324596727738337
  (0, 7)	0.058219297444098504
  (0, 6)	0.039369250396860726
  (0, 5)	0.0546884738184247
  (0, 4)	0.0556070748758318
  (0, 3)	0.09720465758614905
  (0, 2)	0.03626810883844657
  (0, 1)	0.08917850918164273
  (0, 0)	0.08650434830174918"
reuters-topics/grain/article029.txt,"  (0, 6745)	0.11275632214386991
  (0, 5950)	0.11275632214386991
  (0, 5360)	0.10809463880785823
  (0, 3952)	0.2089575125923727
  (0, 3745)	0.10447875629618635
  (0, 3369)	0.10152436516621928
  (0, 2669)	0.09686268183020759
  (0, 2305)	0.09324679931853572
  (0, 2042)	0.09170236565550108
  (0, 1844)	0.08667652567689675
  (0, 1610)	0.08464834598249006
  (0, 1589)	0.08464834598249006
  (0, 1574)	0.08372213454692967
  (0, 1489)	0.08464834598249006
  (0, 1462)	0.08201484234088507
  (0, 1208)	0.07975009948698997
  (0, 1132)	0.07975009948698997
  (0, 1056)	0.07599391922764218
  (0, 966)	0.08667652567689675
  (0, 869)	0.07390013503621148
  (0, 825)	0.07975009948698997
  (0, 801)	0.07038275914176326
  (0, 774)	0.079060451210918
  (0, 751)	0.08047040867785042
  (0, 745)	0.07294666659063957
  :	:
  (0, 57)	0.08515973822678367
  (0, 54)	0.03554258076724788
  (0, 40)	0.03375721758498285
  (0, 33)	0.034259716411679124
  (0, 30)	0.03303153116207333
  (0, 29)	0.03082345572404148
  (0, 24)	0.05984039308500846
  (0, 22)	0.059970810070912095
  (0, 19)	0.07317676318317536
  (0, 18)	0.05434641134645589
  (0, 17)	0.028458801143482475
  (0, 16)	0.02714576402631213
  (0, 15)	0.02692788795568458
  (0, 13)	0.03014958362967698
  (0, 12)	0.026873873610234147
  (0, 10)	0.061441142012303405
  (0, 8)	0.08759376565530698
  (0, 7)	0.020529857325421945
  (0, 6)	0.0416483088497811
  (0, 5)	0.07713913524397169
  (0, 4)	0.01960870988834996
  (0, 3)	0.041132706972830446
  (0, 2)	0.17265439966052673
  (0, 1)	0.11320918907177134
  (0, 0)	0.3660480988185204"
reuters-topics/grain/article217.txt,"  (0, 8998)	0.04052115283752226
  (0, 8997)	0.04052115283752226
  (0, 8996)	0.04052115283752226
  (0, 8994)	0.04052115283752226
  (0, 8992)	0.04052115283752226
  (0, 8982)	0.04052115283752226
  (0, 6775)	0.08104230567504452
  (0, 6764)	0.038290006791122363
  (0, 6597)	0.038290006791122363
  (0, 6596)	0.038290006791122363
  (0, 5916)	0.038290006791122363
  (0, 5140)	0.07658001358224473
  (0, 5138)	0.07658001358224473
  (0, 5137)	0.12156345851256677
  (0, 5136)	0.036706983478547485
  (0, 5039)	0.036706983478547485
  (0, 4191)	0.036706983478547485
  (0, 3924)	0.03447583743214759
  (0, 3885)	0.03547909520323499
  (0, 3224)	0.03362759507301791
  (0, 2999)	0.28364806986265584
  (0, 2998)	0.28364806986265584
  (0, 2727)	0.0322446913857477
  (0, 2615)	0.031664925844260214
  (0, 2607)	0.0322446913857477
  :	:
  (0, 56)	0.04225844054846252
  (0, 53)	0.03036072026609725
  (0, 50)	0.09347816200034463
  (0, 45)	0.028354204723922468
  (0, 42)	0.011216910311274449
  (0, 41)	0.011677479497919144
  (0, 40)	0.011463340289949853
  (0, 35)	0.1238207190194517
  (0, 32)	0.02198777332895247
  (0, 29)	0.010467087845358318
  (0, 27)	0.021242203900407867
  (0, 26)	0.01275106005637096
  (0, 25)	0.012100971727519045
  (0, 22)	0.010182500995174454
  (0, 20)	0.0971867270850166
  (0, 16)	0.009218210288833946
  (0, 15)	0.018288447034981614
  (0, 14)	0.009388409935416297
  (0, 12)	0.00912588122310951
  (0, 6)	0.014143012102346919
  (0, 5)	0.006548763644011691
  (0, 4)	0.033293815393875326
  (0, 2)	0.01302895780490366
  (0, 1)	0.03203649350473283
  (0, 0)	0.05593648999379194"
reuters-topics/grain/article571.txt,"  (0, 9086)	0.03995279232501588
  (0, 9054)	0.03995279232501588
  (0, 9034)	0.03995279232501588
  (0, 8991)	0.03995279232501588
  (0, 8990)	0.03995279232501588
  (0, 8989)	0.03995279232501588
  (0, 8987)	0.03995279232501588
  (0, 8985)	0.03995279232501588
  (0, 8984)	0.03995279232501588
  (0, 8983)	0.03995279232501588
  (0, 7276)	0.03775294092898029
  (0, 7194)	0.03775294092898029
  (0, 7190)	0.07990558465003177
  (0, 7165)	0.03775294092898029
  (0, 7158)	0.03775294092898029
  (0, 6759)	0.03775294092898029
  (0, 5739)	0.03775294092898029
  (0, 5396)	0.03619212152419777
  (0, 5332)	0.03619212152419777
  (0, 5329)	0.03619212152419777
  (0, 5238)	0.03619212152419777
  (0, 5135)	0.03619212152419777
  (0, 5133)	0.03775294092898029
  (0, 5132)	0.03619212152419777
  (0, 5131)	0.03775294092898029
  :	:
  (0, 31)	0.010483986561008588
  (0, 30)	0.022119157862640914
  (0, 29)	0.010320273675581582
  (0, 25)	0.03579372079804971
  (0, 24)	0.02003569096926336
  (0, 22)	0.06023807109941272
  (0, 21)	0.05596609360088213
  (0, 20)	0.011977945011661132
  (0, 18)	0.05458860713761825
  (0, 17)	0.03811417109219366
  (0, 16)	0.03635565283691246
  (0, 15)	0.018031928392201968
  (0, 13)	0.12113578323552235
  (0, 12)	0.05398727505383838
  (0, 11)	0.01860855259728619
  (0, 10)	0.03085747780119953
  (0, 8)	0.029328042966072658
  (0, 7)	0.02749513202100073
  (0, 6)	0.04880623452998268
  (0, 5)	0.03874145361617681
  (0, 4)	0.11817657880813925
  (0, 3)	0.04820201825264673
  (0, 2)	0.09634657622117773
  (0, 1)	0.18320541832315104
  (0, 0)	0.2512475892940918"
reuters-topics/grain/article565.txt,"  (0, 9085)	0.25705273916500215
  (0, 4177)	0.2328569151889428
  (0, 3242)	0.21332229760863192
  (0, 2597)	0.20866109121288348
  (0, 2220)	0.19754476463929943
  (0, 1626)	0.3734362519919923
  (0, 1550)	0.18446526723682416
  (0, 1498)	0.17846645676272108
  (0, 1337)	0.18234903172548494
  (0, 1212)	0.17846645676272108
  (0, 965)	0.1703116175367796
  (0, 663)	0.34359450861501467
  (0, 526)	0.14332172713478236
  (0, 462)	0.14995561628879475
  (0, 443)	0.14399955804938103
  (0, 405)	0.1389131674047135
  (0, 372)	0.13832647804387752
  (0, 362)	0.1360736192847055
  (0, 221)	0.1215582337541683
  (0, 128)	0.10197224428046421
  (0, 93)	0.10056369372860957
  (0, 89)	0.1124275262803648
  (0, 87)	0.08727528096238403
  (0, 84)	0.09157256817181034
  (0, 56)	0.08935783852102848
  (0, 50)	0.19766480723986965
  (0, 27)	0.06737674419575101
  (0, 25)	0.0767645466946498
  (0, 23)	0.07307673454198889
  (0, 19)	0.07881850351817479
  (0, 11)	0.17958867723621097
  (0, 8)	0.14152052973136314
  (0, 7)	0.13267593930993388
  (0, 6)	0.044859286401960505
  (0, 5)	0.041543182139640214
  (0, 2)	0.08265138224582921"
reuters-topics/grain/article203.txt,"  (0, 9083)	0.15277278476536874
  (0, 3377)	0.1267827044523266
  (0, 2817)	0.12401243449232613
  (0, 2580)	0.1193830521064792
  (0, 2129)	0.24313776642302407
  (0, 1978)	0.11560057128365843
  (0, 1647)	0.11240252931580527
  (0, 1529)	0.11240252931580527
  (0, 1229)	0.21926451871160965
  (0, 1096)	0.10302555221654501
  (0, 835)	0.09168684315480251
  (0, 825)	0.20420669346577058
  (0, 746)	0.09224010813860539
  (0, 723)	0.18229590065538523
  (0, 687)	0.08864537708002372
  (0, 677)	0.08864537708002372
  (0, 649)	0.20244079229427425
  (0, 549)	0.18798870648833177
  (0, 494)	0.08186791829902966
  (0, 488)	0.08517963839983898
  (0, 456)	0.08055025601399207
  (0, 446)	0.09280853293846944
  (0, 297)	0.2445917224838934
  (0, 273)	0.07474214725561976
  (0, 241)	0.06963581955765549
  :	:
  (0, 183)	0.07020948396036505
  (0, 176)	0.1802208475449224
  (0, 138)	0.2727173897996229
  (0, 87)	0.10373970537808384
  (0, 83)	0.05085382783460196
  (0, 81)	0.1097636575394401
  (0, 79)	0.05243827748890597
  (0, 56)	0.05310756802598706
  (0, 41)	0.04402641428023828
  (0, 26)	0.09614805192405114
  (0, 23)	0.04343130625179994
  (0, 21)	0.2568059594620882
  (0, 20)	0.045801655121165574
  (0, 14)	0.1415846717000864
  (0, 11)	0.14231197547412555
  (0, 10)	0.31465020191329357
  (0, 9)	0.1081750114035806
  (0, 8)	0.19625466547102388
  (0, 7)	0.10513677873047318
  (0, 5)	0.04938027615736738
  (0, 4)	0.07531457330813868
  (0, 3)	0.02633092039461473
  (0, 2)	0.07368263340483464
  (0, 1)	0.16909751025703876
  (0, 0)	0.14059444262139628"
reuters-topics/grain/article559.txt,"  (0, 1229)	0.42293418810415595
  (0, 1184)	0.4280994476920245
  (0, 373)	0.30036439770167744
  (0, 362)	0.3119838577561901
  (0, 345)	0.3270775154797588
  (0, 106)	0.23815102410994002
  (0, 50)	0.22659876848098084
  (0, 49)	0.26035105022129584
  (0, 44)	0.19647629577023387
  (0, 23)	0.16754725621674763
  (0, 19)	0.18071174206603843
  (0, 14)	0.13654967644862945
  (0, 11)	0.13725111604539092
  (0, 8)	0.10815743479983733
  (0, 7)	0.10139793344937706
  (0, 1)	0.09319092056510016"
reuters-topics/grain/article229.txt,"  (0, 9101)	0.07181434439936563
  (0, 9099)	0.07181434439936563
  (0, 9098)	0.07181434439936563
  (0, 9096)	0.07181434439936563
  (0, 9095)	0.07181434439936563
  (0, 9094)	0.07181434439936563
  (0, 9093)	0.07181434439936563
  (0, 9092)	0.07181434439936563
  (0, 9090)	0.07181434439936563
  (0, 9089)	0.07181434439936563
  (0, 9088)	0.07181434439936563
  (0, 9082)	0.07181434439936563
  (0, 9080)	0.07181434439936563
  (0, 9079)	0.07181434439936563
  (0, 9077)	0.07181434439936563
  (0, 9076)	0.07181434439936563
  (0, 9075)	0.07181434439936563
  (0, 9074)	0.07181434439936563
  (0, 9073)	0.07181434439936563
  (0, 7270)	0.06786015555326066
  (0, 7269)	0.06786015555326066
  (0, 7253)	0.06786015555326066
  (0, 7164)	0.06786015555326066
  (0, 7153)	0.06786015555326066
  (0, 7150)	0.06786015555326066
  :	:
  (0, 131)	0.06132947256427109
  (0, 118)	0.03003982455654878
  (0, 95)	0.3213605983545176
  (0, 91)	0.08912762651815827
  (0, 88)	0.028662223914695535
  (0, 56)	0.024964427965939142
  (0, 53)	0.08071100161481592
  (0, 51)	0.026855027554773783
  (0, 45)	0.02512562551438995
  (0, 44)	0.09576370262684339
  (0, 41)	0.02069562378303191
  (0, 35)	0.09753044616359231
  (0, 32)	0.058452342141598806
  (0, 29)	0.018550485332907905
  (0, 26)	0.09039318521039505
  (0, 24)	0.03601375342781793
  (0, 20)	0.06459034912502232
  (0, 19)	0.13211994958894727
  (0, 8)	0.013179142530209227
  (0, 5)	0.02321232910657027
  (0, 4)	0.011801113036698412
  (0, 3)	0.07426471102724008
  (0, 2)	0.03463620840396235
  (0, 1)	0.011355450754927745
  (0, 0)	0.09913445387432548"
reuters-topics/grain/article573.txt,"  (0, 9104)	0.13396713651682624
  (0, 9103)	0.13396713651682624
  (0, 9081)	0.13396713651682624
  (0, 9072)	0.13396713651682624
  (0, 9070)	0.13396713651682624
  (0, 5406)	0.12135709678619665
  (0, 5177)	0.12135709678619665
  (0, 4504)	0.11729757071926113
  (0, 4081)	0.379772208425412
  (0, 3759)	0.11729757071926113
  (0, 3395)	0.11117631914233092
  (0, 3394)	0.11398069641117443
  (0, 3237)	0.11117631914233092
  (0, 2405)	0.4447052765693237
  (0, 2379)	0.10295360609104331
  (0, 2258)	0.10295360609104331
  (0, 2252)	0.10468753098863155
  (0, 1783)	0.09731113061360934
  (0, 1755)	0.09613701732493751
  (0, 1689)	0.19982896876179385
  (0, 1545)	0.19713255882340272
  (0, 1200)	0.09613701732493751
  (0, 1117)	0.09301064153009769
  (0, 1113)	0.09301064153009769
  (0, 977)	0.1732357118610009
  :	:
  (0, 256)	0.06708625055976472
  (0, 180)	0.07008355054624071
  (0, 131)	0.057203988229928275
  (0, 111)	0.04991698578312886
  (0, 109)	0.0583068981330488
  (0, 88)	0.05346837176013789
  (0, 79)	0.09196671893953645
  (0, 78)	0.04627444474825016
  (0, 66)	0.044863471084981565
  (0, 37)	0.07168776274191986
  (0, 35)	0.04548490522688793
  (0, 31)	0.03515423020833001
  (0, 25)	0.040007068355312016
  (0, 20)	0.0401636757079308
  (0, 19)	0.04107752072656729
  (0, 18)	0.030507168415066847
  (0, 10)	0.10346931217045013
  (0, 8)	0.04917045476877865
  (0, 7)	0.04609745515458287
  (0, 6)	0.02337913287748022
  (0, 5)	0.04330178445966385
  (0, 4)	0.0440291235535345
  (0, 2)	0.02153754331620623
  (0, 1)	0.1270991666819929
  (0, 0)	0.10273991163355697"
reuters-topics/grain/article215.txt,"  (0, 9050)	0.12848334588851096
  (0, 9049)	0.12848334588851096
  (0, 9048)	0.12848334588851096
  (0, 9047)	0.12848334588851096
  (0, 9046)	0.12848334588851096
  (0, 7237)	0.2569666917770219
  (0, 5385)	0.12140888997762356
  (0, 5383)	0.12140888997762356
  (0, 5176)	0.12140888997762356
  (0, 5175)	0.1163894836286809
  (0, 3286)	0.24281777995524711
  (0, 3124)	0.10429562136885086
  (0, 2431)	0.3642266699328706
  (0, 2129)	0.1022405718069061
  (0, 1795)	0.0958245998963383
  (0, 1688)	0.09453158214669037
  (0, 1507)	0.08920335791101192
  (0, 1230)	0.09453158214669037
  (0, 1223)	0.09453158214669037
  (0, 1058)	0.0858698729279801
  (0, 1049)	0.08010789684919076
  (0, 906)	0.16487543977372063
  (0, 898)	0.08441505103474628
  (0, 893)	0.08441505103474628
  (0, 848)	0.08182545513239603
  :	:
  (0, 78)	0.08876050716574752
  (0, 68)	0.04977897389468767
  (0, 67)	0.04100094587778275
  (0, 53)	0.04813346425525614
  (0, 51)	0.04804644285238329
  (0, 37)	0.034376653318953114
  (0, 27)	0.06735419009705713
  (0, 26)	0.0404307070491547
  (0, 23)	0.0730522723940659
  (0, 22)	0.03228639132304371
  (0, 21)	0.14398414816475402
  (0, 20)	0.07703924368776695
  (0, 19)	0.07879211933579153
  (0, 16)	0.05845769027166227
  (0, 14)	0.02976850944769378
  (0, 10)	0.06615594326634243
  (0, 9)	0.03032539996790162
  (0, 8)	0.11789429691137132
  (0, 6)	0.02242213496661153
  (0, 5)	0.04152927572369182
  (0, 4)	0.08445368405685434
  (0, 3)	0.1328673071379802
  (0, 2)	0.08262371502244809
  (0, 1)	0.04063216949950245
  (0, 0)	0.07882749722764368"
reuters-topics/grain/article201.txt,"  (0, 4994)	0.14779171603349658
  (0, 4557)	0.14284792337856753
  (0, 4037)	0.14779171603349658
  (0, 3410)	0.29558343206699317
  (0, 3400)	0.1353933096906587
  (0, 1604)	0.11707807076026372
  (0, 1313)	0.11002266087919714
  (0, 1256)	0.3601094611621268
  (0, 936)	0.10632154224112937
  (0, 827)	0.09733837686848298
  (0, 809)	0.09973587176249678
  (0, 749)	0.20075619356654262
  (0, 705)	0.31403899325227747
  (0, 659)	0.09273808275100089
  (0, 636)	0.09228125807458792
  (0, 528)	0.2886911562160822
  (0, 517)	0.18547616550200177
  (0, 464)	0.08437904912588035
  (0, 458)	0.08972204558765169
  (0, 457)	0.08568267286993432
  (0, 421)	0.08406478553245327
  (0, 416)	0.2855255276683391
  (0, 297)	0.08706782462452226
  (0, 291)	0.07856631326167504
  (0, 273)	0.07981835325282995
  :	:
  (0, 81)	0.058609196507576546
  (0, 74)	0.1192420516986911
  (0, 69)	0.05505310819803977
  (0, 66)	0.05463586023774045
  (0, 65)	0.05921073242258624
  (0, 59)	0.05488526488119314
  (0, 46)	0.04773126926353821
  (0, 34)	0.08298846488794559
  (0, 26)	0.20535613318142462
  (0, 24)	0.08181640162443884
  (0, 23)	0.09276199499011208
  (0, 21)	0.04570787599414706
  (0, 19)	0.10005046988354485
  (0, 16)	0.037114875378975516
  (0, 14)	0.037800142743737344
  (0, 12)	0.036743134915170894
  (0, 11)	0.037994317622603996
  (0, 8)	0.08982151947687059
  (0, 7)	0.028069318492661303
  (0, 6)	0.08541508306082711
  (0, 5)	0.07910099864881846
  (0, 4)	0.026809885444490294
  (0, 2)	0.10491584159946485
  (0, 1)	0.10318970184030578
  (0, 0)	0.1000953928369206"
reuters-topics/grain/article567.txt,"  (0, 1423)	0.4353208958016898
  (0, 1320)	0.42605204477015807
  (0, 1270)	0.4883202347635523
  (0, 1225)	0.4515006476452801
  (0, 221)	0.29019533972408884
  (0, 65)	0.22271298246434987
  (0, 53)	0.22989449442341692"
reuters-topics/grain/article017.txt,"  (0, 9043)	0.13003390004506674
  (0, 9042)	0.13003390004506674
  (0, 9041)	0.13003390004506674
  (0, 9037)	0.13003390004506674
  (0, 6765)	0.12287406865658619
  (0, 5168)	0.11779408744228669
  (0, 5012)	0.11779408744228669
  (0, 4999)	0.24574813731317238
  (0, 4216)	0.11779408744228669
  (0, 4197)	0.11385374788929538
  (0, 4093)	0.11779408744228669
  (0, 3735)	0.11063425605380614
  (0, 3729)	0.11385374788929538
  (0, 3526)	0.11063425605380614
  (0, 3314)	0.10791221449236951
  (0, 2637)	0.11063425605380614
  (0, 2626)	0.21110854967901327
  (0, 2254)	0.20322787057303063
  (0, 2240)	0.10555427483950663
  (0, 2177)	0.10161393528651531
